,Nash
869,"[([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105]), ([0.94560777, 0.05439223, 0.0], [0.0, 0.32635895, 0.67364105])]"
870,"[([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.03119133, 0.96880867, 0.0], [0.40217047, 0.0, 0.59782953]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.03119133, 0.96880867, 0.0], [0.40217047, 0.0, 0.59782953]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.03119133, 0.96880867, 0.0], [0.40217047, 0.0, 0.59782953]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0])]"
871,"[([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0])]"
872,"[([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0]), ([0.19113887, 0.80886113, 0.0], [0.59247937, 0.40752063, 0.0])]"
873,"[([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0])]"
874,"[([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0])]"
875,"[([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0])]"
876,"[([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.61566783, 0.0, 0.38433217], [0.75259713, 0.24740287, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.61566783, 0.0, 0.38433217], [0.75259713, 0.24740287, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.61566783, 0.0, 0.38433217], [0.75259713, 0.24740287, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0])]"
877,"[([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0])]"
878,"[([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0])]"
879,"[([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0])]"
880,"[([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0])]"
881,"[([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.96833129, 0.03166871, 0.0], [0.96136249, 0.0, 0.03863751]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.96833129, 0.03166871, 0.0], [0.96136249, 0.0, 0.03863751]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.96833129, 0.03166871, 0.0], [0.96136249, 0.0, 0.03863751]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0])]"
882,"[([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095]), ([0.75519364, 0.24480636, 0.0], [0.59499905, 0.0, 0.40500095])]"
883,"[([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0])]"
884,"[([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621]), ([0.42058983, 0.0, 0.57941017], [0.93401379, 0.0, 0.06598621])]"
885,"[([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.71273165, 0.0, 0.28726835], [0.16153003, 0.0, 0.83846997]), ([0.0, 0.4820578, 0.5179422], [0.93265196, 0.0, 0.06734804]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.71273165, 0.0, 0.28726835], [0.16153003, 0.0, 0.83846997]), ([0.0, 0.4820578, 0.5179422], [0.93265196, 0.0, 0.06734804]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.71273165, 0.0, 0.28726835], [0.16153003, 0.0, 0.83846997]), ([0.0, 0.4820578, 0.5179422], [0.93265196, 0.0, 0.06734804]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0])]"
886,"[([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0])]"
887,"[([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 0.70293799, 0.29706201], [0.5554246, 0.0, 0.4445754]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 0.70293799, 0.29706201], [0.5554246, 0.0, 0.4445754]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 0.70293799, 0.29706201], [0.5554246, 0.0, 0.4445754]), ([1.0, 0.0, 0.0], [1.0, 0.0, 0.0])]"
888,"[([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.67337591, 0.32662409, 0.0], [0.0, 0.49322257, 0.50677743]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.67337591, 0.32662409, 0.0], [0.0, 0.49322257, 0.50677743]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.67337591, 0.32662409, 0.0], [0.0, 0.49322257, 0.50677743]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0])]"
889,"[([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0])]"
890,"[([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0])]"
891,"[([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814]), ([0.6424759, 0.3575241, 0.0], [0.0, 0.81600186, 0.18399814])]"
892,"[([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338]), ([0.58388307, 0.0, 0.41611693], [0.0, 0.55603662, 0.44396338])]"
893,"[([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0])]"
894,"[([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628]), ([0.04664276, 0.95335724, 0.0], [0.7403372, 0.0, 0.2596628])]"
895,"[([0.0, 0.0, 1.0], [0.0, 1.0, 0.0]), ([0.60480846, 0.0, 0.39519154], [0.93104472, 0.0, 0.06895528]), ([0.0, 0.0059089, 0.9940911], [0.0, 0.77103894, 0.22896106]), ([0.0, 0.0, 1.0], [0.0, 1.0, 0.0]), ([0.60480846, 0.0, 0.39519154], [0.93104472, 0.0, 0.06895528]), ([0.0, 0.0059089, 0.9940911], [0.0, 0.77103894, 0.22896106]), ([0.0, 0.0, 1.0], [0.0, 1.0, 0.0]), ([0.60480846, 0.0, 0.39519154], [0.93104472, 0.0, 0.06895528]), ([0.0, 0.0059089, 0.9940911], [0.0, 0.77103894, 0.22896106]), ([0.0, 0.0, 1.0], [0.0, 1.0, 0.0])]"
896,"[([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0]), ([1.0, 0.0, 0.0], [0.0, 1.0, 0.0])]"
897,"[([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0]), ([0.0, 1.0, 0.0], [0.0, 1.0, 0.0])]"
898,"[([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184]), ([0.62331286, 0.0, 0.37668714], [0.0, 0.65073816, 0.34926184])]"
899,"[([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 1.0, 0.0]), ([0.52719919, 0.0, 0.47280081], [0.0, 0.1083349, 0.8916651]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 1.0, 0.0]), ([0.52719919, 0.0, 0.47280081], [0.0, 0.1083349, 0.8916651]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0]), ([0.0, 0.0, 1.0], [0.0, 1.0, 0.0]), ([0.52719919, 0.0, 0.47280081], [0.0, 0.1083349, 0.8916651]), ([1.0, 0.0, 0.0], [0.0, 0.0, 1.0])]"
900,"[([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881]), ([0.0, 0.95390006, 0.04609994], [0.8274119, 0.0, 0.1725881])]"
901,"[([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.87639821, 0.12360179], [0.0, 0.15103787, 0.84896213]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.87639821, 0.12360179], [0.0, 0.15103787, 0.84896213]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.0, 0.87639821, 0.12360179], [0.0, 0.15103787, 0.84896213]), ([0.0, 1.0, 0.0], [1.0, 0.0, 0.0])]"
902,"[([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126]), ([0.68889732, 0.0, 0.31110268], [0.0, 0.55667874, 0.44332126])]"
903,"[([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.43246766, 0.56753234, 0.0], [0.0, 0.30047294, 0.69952706]), ([0.0, 0.33200269, 0.66799731], [0.64819773, 0.0, 0.35180227]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.43246766, 0.56753234, 0.0], [0.0, 0.30047294, 0.69952706]), ([0.0, 0.33200269, 0.66799731], [0.64819773, 0.0, 0.35180227]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0]), ([0.43246766, 0.56753234, 0.0], [0.0, 0.30047294, 0.69952706]), ([0.0, 0.33200269, 0.66799731], [0.64819773, 0.0, 0.35180227]), ([0.0, 0.0, 1.0], [1.0, 0.0, 0.0])]"
904,"[([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.20593597, 0.79406403, 0.0], [0.86392381, 0.13607619, 0.0]), ([0.18935884, 0.73818394, 0.07245722], [0.20971347, 0.04313701, 0.74714952]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.20593597, 0.79406403, 0.0], [0.86392381, 0.13607619, 0.0]), ([0.18935884, 0.73818394, 0.07245722], [0.20971347, 0.04313701, 0.74714952]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0]), ([0.20593597, 0.79406403, 0.0], [0.86392381, 0.13607619, 0.0]), ([0.18935884, 0.73818394, 0.07245722], [0.20971347, 0.04313701, 0.74714952]), ([0.0, 0.0, 1.0], [0.0, 0.0, 1.0])]"
905,"[([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509]), ([0.75701215, 0.0, 0.24298785], [0.0, 0.78339491, 0.21660509])]"
906,"[([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544]), ([0.0, 0.81286923, 0.18713077], [0.0, 0.46636456, 0.53363544])]"
